SPF,valid,size,inputs,outputs
"C(S(), C(S(), R(Z(), C(R(C(S(), Z()), C(R(Z(), C(S(), C(S(), P(2, 1)))), P(2, 1))), P(2, 1)))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 3, 2, 4, 5, 6, 7, 8, 9, 10]"
"C(S(), C(S(), C(S(), C(S(), C(S(), C(S(), C(S(), C(S(), C(S(), C(S(), S()))))))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[11, 12, 13, 14, 15, 16, 17, 18, 19, 20]"
"C(S(), C(S(), R(Z(), C(S(), C(R(C(S(), C(S(), Z())), C(R(Z(), P(2, 1)), P(2, 2))), P(2, 2))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 5, 3, 4, 3, 4, 3, 4, 3, 4]"
"C(S(), R(Z(), C(S(), C(S(), C(R(Z(), C(S(), C(S(), P(2, 1)))), C(R(Z(), P(2, 1)), P(2, 1)))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 3, 3, 5, 6, 7, 8, 9, 10, 11]"
"C(R(Z(), C(S(), C(S(), P(2, 1)))), R(Z(), C(R(C(S(), C(S(), C(S(), Z()))), P(2, 1)), P(2, 1))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 4, 0, 2, 3, 4, 5, 6, 7, 8]"
"C(R(Z(), C(S(), C(S(), C(R(C(S(), C(S(), C(S(), Z()))), P(2, 1)), P(2, 1))))), R(Z(), P(2, 1)))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 0, 5, 2, 3, 4, 5, 6, 7, 8]"
"C(R(Z(), C(S(), C(S(), C(R(Z(), C(R(C(S(), Z()), P(2, 1)), P(2, 1))), P(2, 1))))), R(Z(), P(2, 1)))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 0, 2, 3, 2, 3, 4, 5, 6, 7]"
"R(C(S(), C(S(), C(S(), C(S(), Z())))), C(R(Z(), C(S(), C(R(Z(), P(2, 1)), P(2, 1)))), P(2, 1)))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[4, 0, 1, 1, 2, 3, 4, 5, 6, 7]"
"C(R(Z(), C(S(), C(S(), C(S(), C(S(), C(S(), P(2, 2))))))), C(S(), C(S(), R(Z(), P(2, 1)))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[10, 10, 15, 20, 25, 30, 35, 40, 45, 50]"
"C(S(), C(S(), C(R(Z(), C(S(), C(R(C(S(), C(S(), Z())), P(2, 1)), P(2, 2)))), R(Z(), P(2, 1)))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 2, 5, 5, 5, 5, 5, 5, 5, 5]"
"C(S(), C(R(Z(), C(S(), C(S(), C(S(), P(2, 2))))), C(S(), C(S(), C(S(), R(Z(), P(2, 1)))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[10, 10, 13, 16, 19, 22, 25, 28, 31, 34]"
"C(S(), C(S(), R(C(S(), C(S(), C(S(), Z()))), C(R(Z(), P(2, 1)), C(R(Z(), P(2, 1)), P(2, 1))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[5, 2, 2, 2, 3, 4, 5, 6, 7, 8]"
"C(S(), R(Z(), C(S(), C(S(), C(R(C(S(), C(S(), C(S(), C(S(), Z())))), P(2, 1)), P(2, 1))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 7, 3, 4, 5, 6, 7, 8, 9, 10]"
"C(R(Z(), C(S(), C(S(), C(S(), P(2, 2))))), C(S(), R(C(S(), Z()), C(R(Z(), P(2, 1)), P(2, 2)))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[6, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
"C(R(Z(), C(S(), C(S(), P(2, 2)))), C(S(), R(C(S(), C(S(), Z())), C(R(Z(), P(2, 1)), P(2, 1)))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[6, 2, 2, 4, 6, 8, 10, 12, 14, 16]"
"C(S(), C(S(), R(Z(), C(S(), C(S(), C(R(C(S(), Z()), C(R(Z(), P(2, 1)), P(2, 1))), P(2, 1)))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 5, 4, 4, 5, 6, 7, 8, 9, 10]"
"C(S(), C(S(), R(Z(), C(S(), C(R(Z(), C(S(), C(R(C(S(), Z()), P(2, 1)), P(2, 1)))), P(2, 1))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 3, 5, 4, 5, 6, 7, 8, 9, 10]"
"C(S(), C(R(C(S(), C(S(), Z())), P(2, 1)), R(Z(), C(S(), C(S(), C(S(), C(S(), P(2, 2))))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[3, 4, 8, 12, 16, 20, 24, 28, 32, 36]"
"C(S(), C(S(), C(R(C(S(), Z()), P(2, 1)), C(R(Z(), P(2, 1)), C(R(Z(), P(2, 1)), R(Z(), P(2, 1)))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[3, 3, 3, 3, 2, 3, 4, 5, 6, 7]"
"C(R(C(S(), Z()), C(R(Z(), P(2, 1)), P(2, 2))), C(R(Z(), P(2, 1)), C(R(Z(), P(2, 1)), R(Z(), P(2, 1)))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
"C(S(), C(S(), C(S(), C(S(), R(Z(), C(S(), C(R(C(S(), C(S(), Z())), P(2, 1)), P(2, 2))))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[4, 7, 7, 7, 7, 7, 7, 7, 7, 7]"
"C(S(), R(Z(), C(S(), C(R(C(S(), C(S(), C(S(), C(S(), C(S(), Z()))))), P(2, 1)), P(2, 1)))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 7, 2, 3, 4, 5, 6, 7, 8, 9]"
"C(R(Z(), C(S(), C(S(), P(2, 2)))), C(R(Z(), P(2, 1)), R(Z(), C(S(), C(S(), C(S(), P(2, 2)))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 4, 10, 16, 22, 28, 34, 40, 46, 52]"
"C(R(Z(), C(S(), C(S(), C(S(), C(S(), P(2, 2)))))), C(R(C(S(), Z()), P(2, 1)), R(Z(), P(2, 1))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[4, 4, 0, 4, 8, 12, 16, 20, 24, 28]"
"C(R(Z(), C(S(), C(S(), C(R(C(S(), Z()), P(2, 1)), P(2, 1))))), C(R(Z(), P(2, 1)), R(Z(), P(2, 1))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 0, 0, 3, 2, 3, 4, 5, 6, 7]"
"C(S(), C(S(), C(R(Z(), C(S(), C(S(), C(S(), P(2, 2))))), R(C(S(), C(S(), Z())), P(2, 1)))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[8, 2, 5, 8, 11, 14, 17, 20, 23, 26]"
"C(S(), C(S(), C(S(), C(S(), C(S(), C(S(), C(S(), C(S(), R(C(S(), Z()), P(2, 1))))))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[9, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
"C(R(C(S(), Z()), C(R(Z(), C(S(), C(S(), P(2, 2)))), C(R(Z(), P(2, 1)), P(2, 1)))), R(Z(), P(2, 1)))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 1, 0, 0, 2, 4, 6, 8, 10, 12]"
"C(S(), C(R(C(S(), Z()), P(2, 1)), R(C(S(), Z()), C(R(C(S(), C(S(), Z())), P(2, 1)), P(2, 2)))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 2, 2, 1, 2, 2, 1, 2, 2, 1]"
"C(S(), C(S(), C(R(C(S(), Z()), C(R(Z(), C(S(), C(S(), P(2, 1)))), P(2, 1))), R(Z(), P(2, 1)))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[3, 3, 2, 4, 5, 6, 7, 8, 9, 10]"
"C(S(), C(S(), C(S(), C(S(), C(R(C(S(), Z()), C(R(Z(), P(2, 1)), P(2, 1))), R(Z(), P(2, 1)))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[5, 5, 4, 4, 5, 6, 7, 8, 9, 10]"
"R(C(S(), C(S(), C(S(), Z()))), C(R(Z(), C(S(), C(S(), C(S(), C(S(), P(2, 2)))))), P(2, 1)))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[3, 0, 4, 8, 12, 16, 20, 24, 28, 32]"
"C(S(), R(Z(), C(S(), C(R(Z(), C(R(C(S(), Z()), P(2, 1)), P(2, 1))), C(R(Z(), P(2, 1)), P(2, 1))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 2, 2, 3, 2, 3, 4, 5, 6, 7]"
"R(C(S(), C(S(), Z())), C(R(C(S(), C(S(), C(S(), Z()))), P(2, 1)), C(R(Z(), P(2, 1)), P(2, 2))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 0, 3, 1, 3, 1, 3, 1, 3, 1]"
"C(R(C(S(), Z()), P(2, 1)), C(R(Z(), C(S(), C(S(), C(S(), C(S(), P(2, 2)))))), R(Z(), P(2, 1))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 1, 3, 7, 11, 15, 19, 23, 27, 31]"
"C(R(Z(), C(S(), C(S(), P(2, 2)))), R(Z(), C(R(C(S(), C(S(), C(S(), Z()))), P(2, 1)), P(2, 2))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 6, 4, 2, 0, 6, 4, 2, 0, 6]"
"C(S(), C(S(), R(Z(), C(R(C(S(), Z()), C(R(C(S(), C(S(), Z())), P(2, 1)), P(2, 1))), P(2, 2)))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 3, 4, 2, 3, 4, 2, 3, 4, 2]"
"R(Z(), C(S(), C(R(Z(), C(S(), C(R(C(S(), Z()), P(2, 1)), C(R(Z(), P(2, 1)), P(2, 2))))), P(2, 1))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 3, 2, 3, 2, 3, 2, 3, 2]"
"C(R(Z(), C(S(), C(S(), C(S(), C(R(Z(), P(2, 1)), P(2, 2)))))), C(R(Z(), P(2, 1)), R(Z(), P(2, 1))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 0, 0, 3, 5, 7, 9, 11, 13, 15]"
"R(C(S(), Z()), C(R(Z(), C(R(C(S(), C(S(), Z())), C(R(Z(), P(2, 1)), P(2, 1))), P(2, 1))), P(2, 1)))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 0, 2, 0, 0, 1, 2, 3, 4, 5]"
"C(S(), C(R(C(S(), Z()), C(R(Z(), P(2, 1)), P(2, 2))), R(Z(), C(R(C(S(), Z()), P(2, 1)), P(2, 1)))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 1, 2, 1, 1, 1, 1, 1, 1, 1]"
"C(S(), C(S(), C(R(C(S(), C(S(), C(S(), Z()))), C(R(Z(), P(2, 1)), P(2, 2))), R(Z(), P(2, 1)))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[5, 5, 4, 3, 2, 2, 2, 2, 2, 2]"
"R(Z(), C(S(), C(S(), C(R(C(S(), C(S(), C(S(), Z()))), P(2, 1)), C(R(Z(), P(2, 1)), P(2, 1))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 5, 5, 2, 3, 4, 5, 6, 7, 8]"
"C(R(C(S(), C(S(), Z())), C(R(Z(), P(2, 1)), P(2, 2))), R(Z(), C(S(), C(R(Z(), P(2, 1)), P(2, 1)))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
"C(S(), C(S(), C(S(), C(R(Z(), C(S(), C(S(), C(S(), C(S(), P(2, 1)))))), R(Z(), P(2, 1))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[3, 3, 7, 8, 9, 10, 11, 12, 13, 14]"
"C(S(), C(R(Z(), C(S(), C(S(), P(2, 2)))), C(S(), C(S(), C(S(), C(S(), R(Z(), P(2, 1))))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[9, 9, 11, 13, 15, 17, 19, 21, 23, 25]"
"C(S(), C(S(), R(Z(), C(R(C(S(), C(S(), C(S(), C(S(), C(S(), Z()))))), P(2, 1)), P(2, 1)))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 7, 2, 3, 4, 5, 6, 7, 8, 9]"
"R(Z(), C(S(), C(S(), C(R(Z(), C(R(C(S(), Z()), P(2, 1)), P(2, 2))), C(R(Z(), P(2, 1)), P(2, 1))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 2, 2, 3, 2, 3, 2, 3, 2, 3]"
"R(C(S(), C(S(), C(S(), C(S(), Z())))), C(R(C(S(), Z()), P(2, 1)), C(R(Z(), P(2, 1)), P(2, 1))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[4, 1, 1, 0, 1, 2, 3, 4, 5, 6]"
"C(R(Z(), C(S(), C(S(), P(2, 1)))), C(R(Z(), C(R(C(S(), Z()), P(2, 1)), P(2, 1))), R(Z(), P(2, 1))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 0, 2, 0, 2, 3, 4, 5, 6, 7]"
"C(S(), C(S(), C(S(), R(C(S(), C(S(), Z())), C(R(Z(), P(2, 1)), C(R(Z(), P(2, 1)), P(2, 2)))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[5, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
"R(Z(), C(R(C(S(), C(S(), Z())), C(R(Z(), C(S(), C(S(), C(S(), P(2, 1))))), P(2, 1))), P(2, 1)))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 2, 0, 3, 4, 5, 6, 7, 8, 9]"
"R(C(S(), Z()), C(R(C(S(), C(S(), Z())), C(R(Z(), P(2, 1)), C(R(Z(), P(2, 1)), P(2, 1)))), P(2, 1)))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 2, 0, 0, 0, 1, 2, 3, 4, 5]"
"R(Z(), C(S(), C(S(), C(S(), C(S(), C(S(), C(R(Z(), P(2, 1)), C(R(Z(), P(2, 1)), P(2, 1)))))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 5, 5, 5, 6, 7, 8, 9, 10, 11]"
"R(Z(), C(S(), C(R(Z(), C(S(), C(S(), P(2, 2)))), C(S(), C(S(), C(S(), C(S(), P(2, 1))))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 9, 11, 13, 15, 17, 19, 21, 23, 25]"
"C(S(), C(S(), R(C(S(), Z()), C(R(Z(), C(S(), C(S(), P(2, 1)))), C(R(Z(), P(2, 1)), P(2, 1))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[3, 2, 2, 4, 5, 6, 7, 8, 9, 10]"
"C(S(), C(S(), C(S(), C(S(), C(S(), R(C(S(), C(S(), Z())), C(R(Z(), P(2, 1)), P(2, 1))))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[7, 5, 5, 6, 7, 8, 9, 10, 11, 12]"
"C(S(), C(S(), C(S(), C(S(), C(R(Z(), C(R(C(S(), C(S(), Z())), P(2, 1)), P(2, 2))), S())))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[6, 5, 4, 6, 5, 4, 6, 5, 4, 6]"
"C(S(), C(S(), C(S(), R(Z(), C(S(), C(R(C(S(), C(S(), C(S(), Z()))), P(2, 1)), P(2, 1)))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[3, 7, 4, 5, 6, 7, 8, 9, 10, 11]"
"C(S(), C(S(), C(R(Z(), C(S(), C(S(), C(S(), C(S(), C(S(), P(2, 2))))))), C(S(), S()))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[12, 17, 22, 27, 32, 37, 42, 47, 52, 57]"
"C(S(), C(S(), C(R(C(S(), C(S(), C(S(), C(S(), C(S(), Z()))))), P(2, 1)), R(Z(), P(2, 1)))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[7, 7, 2, 3, 4, 5, 6, 7, 8, 9]"
"R(C(S(), C(S(), C(S(), Z()))), C(R(Z(), C(R(C(S(), C(S(), Z())), P(2, 1)), P(2, 1))), P(2, 2)))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[3, 1, 2, 0, 0, 0, 0, 0, 0, 0]"
"C(S(), R(C(R(Z(), C(S(), C(S(), C(S(), P(2, 2))))), C(S(), C(S(), C(S(), Z())))), P(2, 1)))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[10, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"C(S(), C(S(), C(S(), C(S(), R(C(S(), C(S(), Z())), C(R(C(S(), Z()), P(2, 1)), P(2, 1)))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[6, 5, 4, 5, 6, 7, 8, 9, 10, 11]"
"C(R(Z(), C(S(), C(R(C(S(), Z()), P(2, 1)), P(2, 1)))), R(Z(), C(R(C(S(), Z()), P(2, 1)), P(2, 1))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 2, 0, 2, 1, 2, 3, 4, 5, 6]"
"R(Z(), C(S(), C(R(Z(), P(2, 1)), C(R(Z(), C(R(C(S(), C(S(), Z())), P(2, 1)), P(2, 2))), P(2, 1)))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2, 1, 1, 2, 1, 1, 2, 1]"
"R(Z(), C(R(C(S(), C(S(), C(S(), Z()))), C(R(Z(), P(2, 1)), P(2, 2))), C(R(Z(), P(2, 1)), P(2, 1))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 3, 3, 2, 1, 0, 0, 0, 0, 0]"
"C(S(), C(S(), C(R(C(S(), Z()), C(R(Z(), P(2, 1)), P(2, 1))), C(R(Z(), P(2, 1)), R(Z(), P(2, 1))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[3, 3, 3, 2, 2, 3, 4, 5, 6, 7]"
"C(S(), C(S(), R(Z(), C(S(), C(S(), C(R(C(S(), C(S(), C(S(), Z()))), P(2, 1)), P(2, 1)))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 7, 4, 5, 6, 7, 8, 9, 10, 11]"
"R(Z(), C(S(), C(R(Z(), C(S(), C(S(), P(2, 2)))), C(S(), C(S(), C(R(Z(), P(2, 1)), P(2, 1)))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 5, 5, 7, 9, 11, 13, 15, 17, 19]"
"C(S(), C(R(Z(), C(S(), C(S(), P(2, 1)))), C(R(Z(), P(2, 1)), C(R(Z(), P(2, 1)), R(Z(), P(2, 1))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 1, 1, 1, 3, 4, 5, 6, 7, 8]"
"R(Z(), C(S(), C(S(), C(S(), C(R(C(S(), C(S(), Z())), C(R(Z(), P(2, 1)), P(2, 2))), P(2, 2))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 5, 3, 3, 3, 3, 3, 3, 3, 3]"
"C(S(), R(Z(), C(S(), C(S(), C(S(), C(R(C(S(), C(S(), C(S(), Z()))), P(2, 1)), P(2, 1)))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 7, 4, 5, 6, 7, 8, 9, 10, 11]"
"C(S(), C(R(Z(), C(R(C(S(), C(S(), Z())), P(2, 1)), P(2, 1))), C(R(Z(), P(2, 1)), R(Z(), P(2, 1)))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 1, 1, 3, 1, 2, 3, 4, 5, 6]"
"R(Z(), C(S(), C(R(Z(), C(S(), C(S(), P(2, 2)))), C(S(), C(R(C(S(), Z()), P(2, 1)), P(2, 1))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 5, 3, 5, 7, 9, 11, 13, 15, 17]"
"C(S(), C(S(), C(S(), C(R(C(S(), C(S(), C(S(), C(S(), Z())))), P(2, 1)), R(Z(), P(2, 1))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[7, 7, 3, 4, 5, 6, 7, 8, 9, 10]"
"C(R(Z(), C(S(), C(S(), P(2, 1)))), R(Z(), C(R(C(S(), C(S(), C(S(), Z()))), P(2, 1)), P(2, 2))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 4, 3, 2, 0, 4, 3, 2, 0, 4]"
"C(R(Z(), P(2, 1)), C(R(Z(), C(S(), C(S(), C(S(), C(S(), C(S(), P(2, 2))))))), R(Z(), P(2, 1))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 0, 4, 9, 14, 19, 24, 29, 34, 39]"
"C(R(C(S(), C(S(), Z())), C(R(C(S(), Z()), C(R(Z(), P(2, 1)), P(2, 1))), P(2, 1))), R(Z(), P(2, 1)))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 2, 1, 0, 0, 1, 2, 3, 4, 5]"
"C(S(), R(Z(), C(S(), C(S(), C(R(C(S(), C(S(), Z())), C(R(Z(), P(2, 1)), P(2, 2))), P(2, 2))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 5, 3, 3, 3, 3, 3, 3, 3, 3]"
"C(S(), C(S(), C(S(), R(Z(), C(S(), C(R(Z(), C(S(), C(S(), C(S(), P(2, 1))))), P(2, 1)))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[3, 4, 7, 8, 9, 10, 11, 12, 13, 14]"
"C(S(), R(Z(), C(R(C(S(), C(S(), C(S(), C(S(), Z())))), P(2, 1)), C(R(Z(), P(2, 1)), P(2, 1)))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 5, 5, 1, 2, 3, 4, 5, 6, 7]"
"C(S(), C(R(Z(), C(S(), C(S(), P(2, 2)))), C(R(Z(), C(S(), C(S(), P(2, 1)))), R(Z(), P(2, 1)))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 1, 5, 7, 9, 11, 13, 15, 17, 19]"
"C(S(), R(C(S(), Z()), C(R(C(S(), C(S(), C(S(), Z()))), C(R(Z(), P(2, 1)), P(2, 1))), P(2, 1))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 4, 1, 1, 2, 3, 4, 5, 6, 7]"
"C(S(), C(S(), R(Z(), C(S(), C(R(Z(), P(2, 1)), C(R(Z(), P(2, 1)), C(R(Z(), P(2, 1)), P(2, 1))))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 3, 3, 3, 3, 4, 5, 6, 7, 8]"
"C(S(), R(Z(), C(S(), C(S(), C(R(Z(), C(R(C(S(), C(S(), Z())), P(2, 1)), P(2, 1))), P(2, 1))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 3, 5, 3, 4, 5, 6, 7, 8, 9]"
"C(S(), C(R(Z(), C(S(), C(S(), C(S(), P(2, 2))))), C(S(), C(S(), C(S(), C(S(), Z()))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[13, 13, 13, 13, 13, 13, 13, 13, 13, 13]"
"C(S(), C(S(), C(S(), R(Z(), C(S(), C(R(Z(), C(R(C(S(), Z()), P(2, 1)), P(2, 2))), P(2, 2)))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[3, 4, 5, 4, 5, 4, 5, 4, 5, 4]"
"C(R(Z(), C(S(), C(S(), C(S(), P(2, 2))))), C(R(Z(), P(2, 1)), C(R(Z(), P(2, 1)), R(Z(), P(2, 1)))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 0, 0, 0, 3, 6, 9, 12, 15, 18]"
"C(R(Z(), C(R(C(S(), C(S(), Z())), P(2, 1)), P(2, 2))), C(S(), R(Z(), C(S(), C(S(), P(2, 2))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 0, 1, 2, 0, 1, 2, 0, 1, 2]"
"C(S(), C(S(), C(R(Z(), C(S(), C(S(), C(S(), P(2, 2))))), C(S(), C(S(), C(S(), Z()))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[11, 11, 11, 11, 11, 11, 11, 11, 11, 11]"
"R(Z(), C(S(), C(S(), C(R(C(S(), Z()), C(R(Z(), C(S(), C(S(), P(2, 2)))), P(2, 1))), P(2, 1)))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 3, 2, 4, 6, 8, 10, 12, 14, 16]"
"R(Z(), C(R(C(S(), Z()), C(R(C(S(), C(S(), Z())), C(R(Z(), P(2, 1)), P(2, 1))), P(2, 2))), P(2, 1)))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 0, 2, 0, 2, 0, 2, 0, 2]"
"C(R(C(S(), C(S(), C(S(), C(S(), Z())))), C(R(C(S(), Z()), P(2, 1)), P(2, 2))), R(Z(), P(2, 1)))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[4, 4, 3, 2, 1, 0, 1, 0, 1, 0]"
"R(C(S(), C(S(), Z())), C(R(C(S(), C(S(), C(S(), Z()))), C(R(Z(), P(2, 1)), P(2, 1))), P(2, 2)))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 0, 3, 1, 0, 3, 1, 0, 3, 1]"
"C(S(), R(C(S(), Z()), C(R(C(S(), C(S(), C(S(), C(S(), C(S(), Z()))))), P(2, 1)), P(2, 2))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 1, 6, 5, 4, 3, 2, 1, 6, 5]"
"C(R(C(S(), Z()), P(2, 1)), R(C(S(), Z()), C(R(C(S(), C(S(), C(S(), Z()))), P(2, 1)), P(2, 2))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2, 1, 0, 1, 2, 1, 0, 1]"
"C(S(), R(Z(), C(S(), C(R(Z(), C(R(C(S(), Z()), P(2, 1)), P(2, 2))), C(R(Z(), P(2, 1)), P(2, 1))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 2, 2, 3, 2, 3, 2, 3, 2, 3]"
