,expr,arity,inputs,outputs,len_expr
272,"R(P(2, 1), P(5, 3), P(5, 2), R(S(), P(3, 2), S()), R(P(2, 1), P(4, 3), P(4, 1), S(), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[5, 9, 7, 0, 10]",90
1628,"R(R(P(1, 1), P(3, 1), S()), P(5, 2), Z(), R(P(2, 1), P(4, 3), P(4, 1), S(), S()), P(2, 1))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[7, 6, 6, 1, 5]",90
1694,"R(R(P(2, 1), P(4, 3), P(4, 1), S(), S()), P(5, 3), P(5, 2), P(2, 2), R(S(), P(3, 2), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[1, 5, 7, 3, 6]",90
1831,"R(R(P(2, 1), P(4, 3), P(4, 1), S(), S()), P(5, 3), P(5, 2), R(S(), P(3, 2), S()), P(2, 2))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[3, 7, 5, 1, 8]",90
1999,"R(R(P(2, 1), P(3, 3), P(3, 1), Z(), Z()), P(4, 2), R(P(2, 1), P(4, 3), P(4, 1), S(), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[6, 5, 5, 0, 4]",90
2761,"R(P(2, 1), P(5, 3), P(5, 2), R(P(2, 1), P(4, 3), P(4, 1), S(), S()), R(S(), P(3, 2), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[8, 7, 9, 5, 6]",90
3016,"R(R(P(2, 1), P(4, 3), P(4, 1), S(), S()), P(5, 1), P(5, 3), P(2, 1), R(S(), P(3, 2), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[6, 5, 6, 4, 1]",90
748,"R(C(S(), P(2, 1)), C(S(), P(5, 3)), C(S(), P(5, 2)), C(S(), P(2, 1)), R(S(), P(3, 2), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[14, 19, 19, 13, 14]",91
813,"R(C(S(), P(2, 1)), C(S(), P(5, 3)), C(S(), P(5, 2)), C(S(), P(2, 2)), R(S(), P(3, 2), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[7, 17, 19, 13, 14]",91
859,"R(C(S(), P(2, 1)), C(S(), P(5, 3)), C(S(), P(5, 2)), R(S(), P(3, 2), S()), C(S(), P(2, 1)))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[8, 18, 20, 11, 15]",91
865,"R(C(S(), P(2, 1)), C(S(), P(5, 3)), C(S(), P(5, 2)), R(S(), P(3, 2), S()), C(S(), P(2, 2)))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[8, 18, 18, 12, 15]",91
1414,"R(R(S(), P(3, 2), S()), C(S(), P(5, 3)), C(S(), P(5, 2)), C(S(), P(2, 1)), C(S(), P(2, 2)))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[8, 18, 21, 12, 15]",91
1437,"R(R(S(), P(3, 2), S()), C(S(), P(5, 3)), C(S(), P(5, 2)), C(S(), P(2, 2)), C(S(), P(2, 1)))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[15, 20, 19, 13, 15]",91
184,"C(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), C(S(), P(3, 1)), R(P(1, 1), P(4, 1), P(2, 1)))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[1, 7, 9, 7, 3]",92
236,"C(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), C(S(), P(3, 2)), R(P(1, 1), P(4, 1), P(2, 1)))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[1, 8, 9, 6, 3]",92
276,"C(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), C(S(), P(3, 3)), R(P(1, 1), P(4, 1), P(2, 1)))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[2, 8, 9, 7, 3]",92
812,"R(C(S(), P(2, 1)), P(5, 3), C(S(), P(5, 2)), R(S(), P(3, 2), S()), R(P(1, 1), P(3, 1), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[7, 14, 13, 5, 13]",92
1131,"R(C(S(), P(2, 1)), C(S(), P(5, 3)), P(5, 2), R(P(1, 1), P(3, 1), S()), R(S(), P(3, 2), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[11, 13, 15, 10, 10]",92
1222,"R(P(2, 1), C(S(), P(5, 3)), C(S(), P(5, 2)), R(S(), P(3, 2), S()), R(P(1, 1), P(3, 1), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[7, 17, 17, 8, 14]",92
1265,"R(P(2, 1), C(S(), P(5, 3)), C(S(), P(5, 2)), R(P(1, 1), P(3, 1), S()), R(S(), P(3, 2), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[11, 16, 18, 12, 11]",92
1605,"R(R(P(1, 1), P(3, 1), S()), C(S(), P(5, 3)), C(S(), P(5, 2)), R(S(), P(3, 2), S()), P(2, 2))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[6, 16, 15, 9, 13]",92
1695,"R(R(S(), P(3, 2), S()), P(5, 3), C(S(), P(5, 2)), C(S(), P(2, 1)), R(P(1, 1), P(3, 1), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[12, 14, 17, 9, 11]",92
1828,"R(R(S(), P(3, 2), S()), P(5, 3), C(S(), P(5, 2)), R(P(1, 1), P(3, 1), S()), C(S(), P(2, 1)))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[14, 16, 15, 7, 13]",92
1890,"C(R(P(1, 1), P(3, 1), S()), R(P(2, 1), P(5, 3), P(5, 1), P(2, 1), P(2, 1)), C(S(), P(3, 2)))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[12, 5, 6, 4, 1]",92
1896,"C(R(P(1, 1), P(3, 1), S()), R(P(2, 1), P(5, 3), P(5, 1), P(2, 1), P(2, 1)), C(S(), P(3, 3)))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[5, 5, 6, 4, 1]",92
2687,"R(R(P(1, 1), P(3, 1), S()), C(S(), P(5, 3)), C(S(), P(5, 2)), P(2, 2), R(S(), P(3, 2), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[4, 14, 17, 11, 11]",92
56,"R(R(P(2, 1), P(4, 3), P(4, 1), S(), S()), P(5, 1), C(S(), P(5, 3)), P(2, 1), C(S(), P(2, 1)))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[14, 5, 6, 4, 1]",93
58,"R(R(P(2, 1), P(4, 3), P(4, 1), S(), S()), P(5, 1), C(S(), P(5, 3)), P(2, 1), C(S(), P(2, 2)))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[7, 5, 6, 4, 1]",93
493,"R(C(S(), P(2, 1)), P(5, 3), P(5, 2), C(S(), P(2, 1)), R(P(2, 1), P(4, 3), P(4, 1), S(), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[12, 11, 8, 1, 10]",93
531,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), C(S(), P(5, 2)), C(S(), Z()), P(2, 1), P(2, 1))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[2, 1, 2, 1, 2]",93
546,"R(P(2, 1), C(S(), P(5, 3)), P(5, 2), R(P(2, 1), P(4, 3), P(4, 1), S(), S()), C(S(), P(2, 1)))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[9, 11, 15, 7, 8]",93
565,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), C(S(), P(5, 2)), C(S(), Z()), P(2, 2), P(2, 1))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[1, 1, 2, 2, 2]",93
617,"R(C(S(), P(2, 1)), P(5, 3), P(5, 2), R(P(2, 1), P(4, 3), P(4, 1), S(), S()), C(S(), P(2, 1)))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[9, 8, 11, 4, 7]",93
1293,"R(P(2, 1), C(S(), P(5, 3)), C(S(), P(5, 2)), R(P(2, 1), P(4, 3), P(4, 1), S(), S()), P(2, 1))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[10, 15, 18, 9, 10]",93
1296,"R(P(2, 1), C(S(), P(5, 3)), C(S(), P(5, 2)), R(P(2, 1), P(4, 3), P(4, 1), S(), S()), P(2, 2))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[10, 15, 16, 10, 10]",93
1560,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), C(S(), P(5, 2)), Z(), C(S(), P(2, 1)), P(2, 1))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[0, 1, 0, 1, 0]",93
1589,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), C(S(), P(5, 2)), Z(), C(S(), P(2, 2)), P(2, 1))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[1, 1, 0, 0, 0]",93
1788,"R(R(S(), P(3, 2), S()), P(5, 3), C(S(), P(5, 2)), R(S(), P(3, 2), S()), R(S(), P(3, 2), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[8, 15, 16, 11, 14]",93
2049,"R(R(P(2, 1), P(4, 3), P(4, 1), S(), S()), P(5, 3), C(S(), P(5, 2)), C(S(), P(2, 2)), P(2, 2))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[3, 10, 9, 4, 9]",93
2319,"R(P(2, 1), C(S(), P(5, 3)), C(S(), P(5, 2)), P(2, 1), R(P(2, 1), P(4, 3), P(4, 1), S(), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[12, 17, 16, 7, 12]",93
2356,"R(P(2, 1), C(S(), P(5, 3)), C(S(), P(5, 2)), P(2, 2), R(P(2, 1), P(4, 3), P(4, 1), S(), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[5, 15, 16, 7, 12]",93
2718,"R(R(P(2, 1), P(4, 3), P(4, 1), S(), S()), P(5, 3), C(S(), P(5, 2)), P(2, 2), C(S(), P(2, 1)))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[2, 9, 12, 4, 8]",93
2721,"R(R(P(2, 1), P(4, 3), P(4, 1), S(), S()), P(5, 3), C(S(), P(5, 2)), P(2, 2), C(S(), P(2, 2)))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[2, 9, 10, 5, 8]",93
2743,"R(R(P(2, 1), P(4, 3), P(4, 1), S(), S()), P(5, 3), C(S(), P(5, 2)), C(S(), P(2, 1)), P(2, 2))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[10, 12, 9, 4, 9]",93
2823,"R(P(2, 1), P(5, 3), C(S(), P(5, 2)), C(S(), P(2, 1)), R(P(2, 1), P(4, 3), P(4, 1), S(), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[12, 14, 11, 3, 11]",93
2872,"R(P(2, 1), P(5, 3), C(S(), P(5, 2)), C(S(), P(2, 2)), R(P(2, 1), P(4, 3), P(4, 1), S(), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[5, 12, 11, 3, 11]",93
2917,"R(R(P(2, 1), P(4, 3), P(4, 1), S(), S()), C(S(), P(5, 3)), P(5, 2), P(2, 2), C(S(), P(2, 1)))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[2, 9, 13, 5, 8]",93
2969,"R(P(2, 1), P(5, 3), C(S(), P(5, 2)), R(P(2, 1), P(4, 3), P(4, 1), S(), S()), C(S(), P(2, 1)))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[9, 11, 14, 6, 8]",93
2973,"R(P(2, 1), P(5, 3), C(S(), P(5, 2)), R(P(2, 1), P(4, 3), P(4, 1), S(), S()), C(S(), P(2, 2)))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[9, 11, 12, 7, 8]",93
3087,"R(R(P(2, 1), P(4, 3), P(4, 1), S(), S()), C(S(), P(5, 3)), C(S(), P(5, 2)), P(2, 1), P(2, 2))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[10, 15, 14, 8, 10]",93
3107,"R(R(P(2, 1), P(4, 3), P(4, 1), S(), S()), C(S(), P(5, 3)), C(S(), P(5, 2)), P(2, 2), P(2, 1))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[3, 13, 16, 7, 10]",93
6,"R(R(P(2, 1), P(3, 3), P(3, 1), Z(), Z()), P(4, 2), R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[2, 5, 5, 2, 7]",94
12,"R(R(P(2, 1), P(3, 3), P(3, 1), Z(), Z()), P(4, 2), R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[1, 6, 6, 1, 6]",94
277,"R(P(2, 1), P(5, 3), P(5, 2), R(S(), P(3, 2), S()), R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[5, 9, 7, 4, 10]",94
282,"R(P(2, 1), P(5, 3), P(5, 2), R(S(), P(3, 2), S()), R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[5, 9, 8, 3, 10]",94
306,"R(P(2, 1), P(5, 3), P(5, 2), R(P(1, 1), P(3, 1), S()), R(P(2, 1), P(4, 3), P(4, 1), S(), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[9, 8, 7, 0, 7]",94
324,"R(R(P(1, 1), P(3, 1), S()), P(5, 3), P(5, 2), P(2, 2), R(P(2, 1), P(4, 3), P(4, 1), S(), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[2, 6, 6, 4, 7]",94
428,"R(R(P(1, 1), P(3, 1), S()), P(5, 2), P(5, 1), R(P(2, 1), P(4, 3), P(4, 1), S(), S()), P(2, 1))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[7, 6, 6, 7, 5]",94
470,"R(R(P(1, 1), P(3, 1), S()), P(5, 3), P(5, 2), R(P(2, 1), P(4, 3), P(4, 1), S(), S()), P(2, 1))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[7, 6, 8, 1, 5]",94
768,"R(R(S(), P(3, 2), S()), P(5, 3), P(5, 2), R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), P(2, 1))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[12, 11, 9, 6, 10]",94
773,"R(R(S(), P(3, 2), S()), P(5, 3), P(5, 2), R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), P(2, 2))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[5, 9, 9, 6, 10]",94
834,"R(R(S(), P(3, 2), S()), P(5, 3), P(5, 2), R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()), P(2, 1))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[12, 11, 10, 5, 10]",94
837,"R(R(S(), P(3, 2), S()), P(5, 3), P(5, 2), R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()), P(2, 2))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[5, 9, 10, 5, 10]",94
1149,"C(R(P(2, 1), P(4, 3), P(4, 1), S(), S()), R(P(2, 1), P(5, 3), P(5, 1), P(2, 1), P(2, 1)), Z())",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[1, 4, 5, 3, 0]",94
1421,"R(R(S(), P(3, 2), S()), P(5, 3), P(5, 2), P(2, 1), R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[6, 9, 11, 4, 11]",94
1424,"R(R(S(), P(3, 2), S()), P(5, 3), P(5, 2), P(2, 1), R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[5, 10, 11, 4, 10]",94
1432,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), P(5, 2), P(5, 2), R(S(), P(3, 2), S()), P(2, 1))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[5, 9, 9, 5, 11]",94
1451,"R(R(S(), P(3, 2), S()), P(5, 3), P(5, 2), P(2, 2), R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[6, 9, 9, 5, 11]",94
1455,"R(R(S(), P(3, 2), S()), P(5, 3), P(5, 2), P(2, 2), R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[5, 10, 9, 5, 10]",94
1699,"R(R(P(2, 1), P(4, 3), P(4, 1), S(), S()), P(5, 3), P(5, 2), P(2, 2), R(P(1, 1), P(3, 1), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[1, 5, 6, 4, 6]",94
1870,"R(R(P(2, 1), P(4, 3), P(4, 1), S(), S()), P(5, 3), P(5, 2), R(P(1, 1), P(3, 1), S()), P(2, 2))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[7, 6, 5, 1, 5]",94
1953,"R(R(P(1, 1), P(3, 1), S()), P(5, 3), P(5, 2), P(2, 1), R(P(2, 1), P(4, 3), P(4, 1), S(), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[9, 8, 6, 3, 7]",94
2095,"R(R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()), P(5, 3), P(5, 2), R(S(), P(3, 2), S()), P(2, 1))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[11, 10, 10, 5, 8]",94
2100,"R(R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()), P(5, 3), P(5, 2), R(S(), P(3, 2), S()), P(2, 2))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[4, 8, 10, 6, 8]",94
2303,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), P(5, 3), P(5, 2), P(2, 2), R(S(), P(3, 2), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[5, 9, 7, 3, 11]",94
2401,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), P(5, 3), P(5, 2), R(S(), P(3, 2), S()), P(2, 1))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[10, 9, 9, 6, 9]",94
2404,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), P(5, 3), P(5, 2), R(S(), P(3, 2), S()), P(2, 2))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[3, 7, 9, 5, 9]",94
2492,"R(R(P(1, 1), P(3, 1), S()), P(5, 2), P(5, 3), R(P(2, 1), P(4, 3), P(4, 1), S(), S()), P(2, 1))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[7, 6, 6, 3, 5]",94
2498,"R(R(P(1, 1), P(3, 1), S()), P(5, 2), P(5, 3), R(P(2, 1), P(4, 3), P(4, 1), S(), S()), P(2, 2))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[7, 6, 6, 4, 5]",94
2765,"R(P(2, 1), P(5, 3), P(5, 2), R(P(2, 1), P(4, 3), P(4, 1), S(), S()), R(P(1, 1), P(3, 1), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[8, 7, 8, 1, 6]",94
2805,"R(P(2, 1), P(5, 3), P(5, 2), R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), R(S(), P(3, 2), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[4, 7, 9, 5, 9]",94
2859,"R(P(2, 1), P(5, 3), P(5, 2), R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()), R(S(), P(3, 2), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[3, 8, 9, 5, 8]",94
3022,"R(R(P(2, 1), P(4, 3), P(4, 1), S(), S()), P(5, 1), P(5, 3), P(2, 1), R(P(1, 1), P(3, 1), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[10, 5, 6, 4, 1]",94
754,"R(C(S(), P(2, 1)), C(S(), P(5, 3)), C(S(), P(5, 2)), C(S(), P(2, 1)), R(P(1, 1), P(3, 1), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[14, 19, 18, 9, 14]",95
909,"R(C(S(), P(2, 1)), C(S(), P(5, 3)), C(S(), P(5, 2)), R(P(1, 1), P(3, 1), S()), C(S(), P(2, 1)))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[12, 17, 20, 11, 12]",95
1417,"R(R(S(), P(3, 2), S()), C(S(), P(5, 3)), C(S(), P(5, 2)), C(S(), P(2, 1)), R(S(), P(3, 2), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[9, 19, 21, 12, 16]",96
1445,"R(R(S(), P(3, 2), S()), C(S(), P(5, 3)), C(S(), P(5, 2)), C(S(), P(2, 2)), R(S(), P(3, 2), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[9, 19, 19, 13, 16]",96
1478,"R(R(S(), P(3, 2), S()), C(S(), P(5, 3)), C(S(), P(5, 2)), R(S(), P(3, 2), S()), C(S(), P(2, 1)))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[15, 20, 20, 14, 15]",96
1483,"R(R(S(), P(3, 2), S()), C(S(), P(5, 3)), C(S(), P(5, 2)), R(S(), P(3, 2), S()), C(S(), P(2, 2)))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[8, 18, 20, 14, 15]",96
1640,"R(R(P(1, 1), P(3, 1), S()), C(S(), P(5, 3)), C(S(), P(5, 2)), R(P(1, 1), P(3, 1), S()), P(2, 2))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[10, 15, 15, 9, 10]",96
2693,"R(R(P(1, 1), P(3, 1), S()), C(S(), P(5, 3)), C(S(), P(5, 2)), P(2, 2), R(P(1, 1), P(3, 1), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[4, 14, 16, 7, 11]",96
24,"R(C(S(), P(2, 1)), P(5, 3), P(5, 2), R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()), C(S(), P(2, 1)))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[4, 9, 11, 4, 9]",97
88,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), C(S(), P(5, 3)), C(S(), P(5, 2)), P(2, 2), P(2, 1))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[12, 17, 17, 10, 13]",97
177,"R(R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()), P(5, 3), C(S(), P(5, 2)), C(S(), P(2, 1)), P(2, 1))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[11, 13, 16, 8, 11]",97
182,"R(R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()), P(5, 3), C(S(), P(5, 2)), C(S(), P(2, 1)), P(2, 2))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[4, 11, 16, 7, 11]",97
405,"R(P(2, 1), C(S(), P(5, 3)), P(5, 2), C(S(), P(2, 1)), R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[12, 14, 12, 8, 11]",97
