,expr,inputs,outputs,len,arity
5151,"C(R(C(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(2, 1), Z())), C(C(S(), S()), C(S(), P(3, 2))), R(R(P(1, 1), P(2, 1), Z()), R(S(), P(3, 2), S()), Z())), R(R(P(1, 1), R(S(), P(3, 2), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S())), C(C(S(), S()), C(S(), Z()))), R(R(P(1, 1), R(P(1, 1), P(3, 1), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(2, 2)), C(C(S(), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(17, 16, 0, 0, 4, 10, 16, 22, 28, 34)",387,1.0
5152,"C(R(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), P(3, 2))), R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z()))), R(R(C(S(), S()), R(P(1, 1), P(3, 1), S()), C(S(), Z())), R(R(P(1, 1), P(2, 1), Z()), C(S(), P(3, 2)), R(P(1, 1), P(2, 1), Z())), Z()), C(R(C(S(), S()), R(P(1, 1), P(3, 1), S()), C(S(), Z())), R(R(S(), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(43, 43, 43, 49, 29, 45, 67, 95, 129, 169)",388,1.0
5153,"C(C(R(R(S(), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 3))), R(C(C(S(), S()), C(S(), S())), R(P(1, 1), P(3, 1), S()), C(C(S(), S()), C(S(), Z()))), R(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), P(2, 1))), Z()), R(R(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()), Z()), R(S(), C(S(), P(3, 2)), R(P(1, 1), P(2, 1), Z())), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(1, 1, 1, 1, 1, 5, 10, 16, 23, 31)",388,1.0
5154,"C(C(R(S(), R(S(), P(3, 2), S()), Z()), C(S(), P(3, 1))), R(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), R(S(), C(S(), P(3, 2)), P(1, 1)), C(C(S(), S()), C(S(), Z()))), C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z()))), R(R(C(S(), S()), R(P(1, 1), P(3, 1), S()), C(S(), Z())), R(P(1, 1), C(S(), P(3, 2)), R(P(1, 1), P(2, 1), Z())), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(21, 25, 33, 45, 61, 81, 105, 133, 165, 201)",388,1.0
5155,"R(C(R(C(R(S(), P(2, 1), Z()), R(P(1, 1), P(2, 1), Z())), C(S(), R(S(), P(3, 2), S())), Z()), C(C(S(), C(S(), S())), C(C(S(), S()), C(S(), P(3, 3))))), P(4, 2), C(C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(S(), C(S(), P(3, 1)))), C(S(), C(S(), Z())), P(4, 1), C(C(S(), C(S(), S())), C(C(S(), S()), C(S(), Z())))), P(4, 3), Z(), C(C(S(), S()), C(C(S(), S()), C(S(), Z()))), C(S(), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(20, 32, 47, 47, 47, 47, 47, 47, 47, 47)",388,1.0
5156,"R(R(R(P(1, 1), R(S(), P(3, 2), S()), Z()), C(S(), C(S(), P(3, 2))), R(R(P(1, 1), P(2, 1), Z()), R(S(), P(3, 2), S()), Z())), C(C(C(S(), S()), R(S(), P(2, 1), Z())), C(R(P(1, 1), P(2, 1), Z()), P(3, 3))), C(R(R(S(), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 1))), C(S(), Z()), C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(34, 38, 14, 14, 14, 14, 18, 22, 30, 38)",388,1.0
5157,"R(R(R(P(1, 1), P(2, 1), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), R(R(P(1, 1), P(2, 1), Z()), R(S(), P(3, 2), S()), Z())), C(R(R(S(), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 1))), P(3, 1), C(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))), C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(5, 0, 0, 1, 3, 5, 6, 7, 8, 9)",388,1.0
5158,"R(R(C(S(), C(S(), S())), C(C(S(), S()), C(S(), P(3, 2))), C(C(S(), S()), C(S(), S()))), C(R(R(S(), P(2, 1), Z()), R(S(), P(3, 2), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 3))), C(R(P(1, 1), R(S(), P(3, 2), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 1))), C(C(S(), C(S(), S())), C(C(S(), S()), C(S(), Z()))), C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(33, 49, 10, 12, 17, 31, 45, 59, 73, 87)",388,1.0
5159,"C(C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(R(P(1, 1), P(2, 1), Z()), P(3, 1))), R(R(S(), R(S(), P(3, 2), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S())), C(C(S(), S()), C(S(), Z()))), C(R(C(S(), S()), R(P(1, 1), P(3, 1), S()), C(S(), Z())), R(S(), P(2, 1), Z())), R(R(C(S(), S()), R(P(1, 1), P(3, 1), S()), C(S(), Z())), C(S(), R(S(), P(3, 2), S())), C(S(), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(14, 14, 2, 2, 6, 10, 14, 18, 22, 26)",388,1.0
5160,"R(R(C(S(), S()), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), C(C(S(), S()), C(S(), S()))), C(R(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 2))), C(C(C(S(), S()), R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z()))), C(R(P(1, 1), R(P(1, 1), P(3, 1), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)))), C(S(), C(S(), Z())), C(C(S(), S()), C(S(), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(7, 13, 11, 11, 11, 11, 11, 11, 11, 11)",389,1.0
5161,"R(C(R(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()), C(S(), Z())), C(R(P(1, 1), P(2, 1), Z()), P(3, 2))), P(4, 1), C(C(C(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(2, 1), Z())), C(R(P(1, 1), P(2, 1), Z()), P(3, 2))), Z(), P(4, 2), C(C(S(), C(S(), S())), C(C(S(), S()), C(S(), Z())))), P(4, 2), C(C(S(), S()), C(C(S(), S()), C(S(), Z()))), C(C(S(), S()), C(C(S(), S()), C(S(), Z()))), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(1, 1, 0, 0, 0, 0, 0, 1, 0, 0)",389,1.0
5162,"C(C(R(P(1, 1), R(S(), P(3, 2), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 1))), R(R(S(), P(2, 1), C(S(), Z())), R(S(), C(S(), P(3, 2)), S()), Z()), R(R(R(S(), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()), C(S(), Z())), R(P(1, 1), C(S(), P(3, 2)), R(P(1, 1), P(2, 1), Z())), C(S(), C(S(), Z()))), C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), R(P(1, 1), R(P(1, 1), P(3, 1), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(2, 2, 8, 16, 26, 38, 52, 68, 86, 106)",389,1.0
5163,"R(R(R(R(S(), P(2, 1), Z()), R(S(), P(3, 2), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), R(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()), Z())), C(R(P(1, 1), R(P(1, 1), P(3, 1), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 2))), C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(S(), C(S(), P(3, 2)))), C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(1, 28, 22, 12, 10, 6, 6, 6, 6, 6)",389,1.0
5164,"C(R(R(S(), R(S(), P(3, 2), S()), Z()), C(S(), C(S(), P(3, 2))), R(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()), Z())), R(S(), R(R(P(1, 1), P(2, 1), Z()), P(3, 2), R(P(1, 1), P(2, 1), Z())), C(S(), C(S(), Z()))), R(R(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()), C(S(), Z())), R(R(P(1, 1), P(2, 1), Z()), C(S(), P(3, 2)), R(P(1, 1), P(2, 1), Z())), C(C(S(), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(13, 5, 5, 5, 5, 5, 7, 15, 25, 37)",389,1.0
5165,"R(C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), P(2, 1)))), C(R(S(), R(P(1, 1), P(3, 1), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 2))), C(R(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 1))), C(C(S(), C(S(), S())), C(C(S(), S()), C(S(), Z()))), C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(20, 16, 12, 12, 12, 12, 12, 12, 12, 12)",389,1.0
5166,"R(R(R(P(1, 1), R(S(), P(3, 2), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), C(S(), C(S(), S()))), C(R(C(S(), S()), R(P(1, 1), P(3, 1), S()), C(S(), Z())), C(R(P(1, 1), P(2, 1), Z()), P(3, 2))), C(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), P(3, 2)))), C(S(), C(S(), Z())), C(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(20, 24, 34, 32, 24, 34, 32, 24, 34, 32)",389,1.0
5167,"R(C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), P(4, 1), C(C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(S(), C(S(), P(3, 2)))), C(C(S(), S()), C(S(), Z())), C(C(C(S(), S()), C(S(), S())), C(C(S(), S()), C(S(), Z()))), P(4, 2)), P(4, 4), C(C(S(), S()), C(C(S(), S()), C(S(), Z()))), C(C(S(), C(S(), S())), C(C(S(), S()), C(S(), Z()))), C(C(C(S(), S()), C(S(), S())), C(C(S(), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(5, 19, 19, 19, 19, 19, 19, 19, 19, 19)",389,1.0
5168,"R(C(C(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(2, 1), Z())), R(R(P(1, 1), P(2, 1), Z()), C(S(), P(3, 2)), R(P(1, 1), P(2, 1), Z()))), C(C(S(), S()), C(C(S(), S()), C(S(), P(3, 2)))), C(R(R(S(), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 1))), C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))), C(S(), C(C(S(), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(8, 10, 15, 20, 25, 30, 36, 42, 48, 54)",389,1.0
5169,"R(C(R(S(), R(P(1, 1), P(3, 1), S()), C(S(), Z())), C(R(P(1, 1), P(2, 1), Z()), P(3, 3))), C(C(C(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(2, 1), Z())), R(R(P(1, 1), P(2, 1), Z()), P(3, 2), R(P(1, 1), P(2, 1), Z()))), C(C(S(), S()), C(S(), Z())), P(4, 3)), P(4, 1), P(4, 2), C(C(S(), S()), C(C(S(), S()), C(S(), Z()))), C(C(S(), S()), C(C(S(), S()), C(S(), Z()))), C(C(S(), S()), C(S(), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(1, 3, 2, 2, 2, 2, 2, 2, 2, 3)",389,1.0
5170,"R(R(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), P(3, 2), R(S(), R(S(), P(3, 2), S()), Z())), C(C(S(), C(S(), S())), C(C(S(), S()), C(S(), P(3, 3)))), C(R(S(), R(S(), P(3, 2), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 1))), C(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))), C(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(40, 8, 8, 16, 24, 32, 40, 48, 56, 64)",390,1.0
5171,"C(C(C(S(), S()), C(C(S(), S()), C(S(), P(3, 2)))), C(R(P(1, 1), R(P(1, 1), P(3, 1), S()), C(S(), Z())), R(R(S(), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()), C(S(), Z()))), R(C(S(), S()), R(S(), C(S(), P(3, 2)), C(S(), S())), C(C(S(), S()), C(S(), Z()))), R(R(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()), C(S(), Z())), C(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S())), C(S(), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(10, 13, 17, 22, 28, 35, 43, 52, 62, 73)",390,1.0
5172,"R(C(R(S(), R(S(), P(3, 2), S()), Z()), C(C(S(), S()), C(S(), P(3, 3)))), P(4, 4), P(4, 3), C(C(R(R(P(1, 1), P(2, 1), Z()), R(S(), P(3, 2), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 1))), C(S(), C(C(S(), S()), C(S(), Z()))), C(C(S(), C(S(), S())), C(C(S(), S()), C(S(), Z()))), P(4, 2)), C(S(), Z()), C(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(7, 17, 17, 17, 17, 17, 17, 17, 17, 17)",390,1.0
5173,"R(R(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(S(), C(S(), P(3, 2))), R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z()))), C(R(P(1, 1), R(P(1, 1), P(3, 1), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 2))), C(R(S(), P(2, 1), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 3))), C(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))), C(C(S(), S()), C(S(), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(57, 41, 25, 13, 13, 13, 13, 13, 13, 13)",390,1.0
5174,"C(C(R(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(S(), P(3, 2)), R(S(), R(S(), P(3, 2), S()), C(S(), Z()))), C(C(S(), C(S(), S())), C(C(S(), S()), R(S(), P(3, 2), S()))), R(S(), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), R(P(1, 1), P(2, 1), Z()))), C(S(), R(C(S(), S()), P(2, 1), C(S(), Z()))), R(R(S(), P(2, 1), C(S(), Z())), C(R(P(1, 1), P(2, 1), Z()), P(2, 2)), C(C(S(), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(30, 28, 26, 28, 28, 28, 28, 28, 28, 28)",390,1.0
5175,"R(C(R(R(P(1, 1), R(P(1, 1), P(3, 1), S()), Z()), R(S(), C(S(), P(3, 2)), R(P(1, 1), P(2, 1), Z())), Z()), P(3, 2)), P(4, 1), P(4, 4), C(C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(R(P(1, 1), P(2, 1), Z()), P(3, 2))), P(4, 4), C(C(S(), S()), C(C(S(), S()), C(S(), Z()))), C(C(S(), S()), C(S(), Z()))), C(S(), C(S(), Z())), C(C(C(S(), S()), C(S(), S())), C(C(S(), S()), C(S(), Z()))), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(20, 0, 44, 44, 44, 44, 44, 44, 44, 44)",390,1.0
5176,"C(C(C(S(), S()), C(C(S(), S()), C(S(), P(3, 3)))), R(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), R(R(P(1, 1), P(2, 1), Z()), C(S(), P(3, 2)), R(P(1, 1), P(2, 1), Z())), C(S(), Z())), R(R(S(), P(2, 1), C(S(), Z())), P(2, 1), C(C(S(), S()), C(S(), Z()))), R(R(C(S(), S()), R(P(1, 1), P(3, 1), S()), C(S(), Z())), C(R(S(), P(2, 1), Z()), R(P(1, 1), P(3, 1), S())), C(S(), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(7, 8, 9, 9, 7, 8, 9, 10, 11, 12)",390,1.0
5177,"C(C(C(C(S(), S()), C(S(), S())), C(C(S(), S()), C(S(), P(3, 3)))), R(C(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(2, 1), Z())), R(P(1, 1), P(3, 1), S()), C(C(S(), S()), C(S(), Z()))), R(C(S(), S()), R(R(P(1, 1), P(2, 1), Z()), C(S(), P(3, 2)), R(P(1, 1), P(2, 1), Z())), Z()), R(R(P(1, 1), R(P(1, 1), P(3, 1), S()), C(S(), Z())), R(S(), C(S(), P(3, 2)), R(P(1, 1), P(2, 1), Z())), C(S(), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(9, 9, 7, 9, 12, 16, 21, 27, 34, 42)",390,1.0
5178,"R(C(C(S(), C(S(), S())), C(C(S(), S()), C(S(), P(3, 1)))), C(R(R(C(S(), S()), R(P(1, 1), P(3, 1), S()), C(S(), Z())), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), S()), P(4, 2), C(C(S(), S()), C(S(), Z()))), P(4, 3), P(4, 1), C(C(C(S(), S()), C(S(), S())), C(C(S(), S()), C(S(), Z()))), C(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))), C(C(S(), S()), C(S(), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(13, 9, 10, 9, 10, 9, 10, 9, 10, 9)",391,1.0
5179,"R(C(R(S(), R(S(), C(S(), P(3, 2)), P(1, 1)), C(C(S(), S()), C(S(), Z()))), C(R(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)))), C(C(R(S(), R(P(1, 1), P(3, 1), S()), C(S(), Z())), C(R(P(1, 1), P(2, 1), Z()), P(3, 3))), P(4, 4), C(S(), C(C(S(), S()), C(S(), Z()))), C(S(), C(C(S(), S()), C(S(), Z())))), P(4, 4), P(4, 1), C(S(), Z()), Z(), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(4, 4, 4, 4, 4, 4, 4, 5, 7, 10)",391,1.0
5180,"R(R(R(R(P(1, 1), P(2, 1), Z()), R(S(), P(3, 2), S()), Z()), C(S(), P(3, 2)), R(R(P(1, 1), P(2, 1), Z()), R(S(), P(3, 2), S()), Z())), C(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), P(3, 3)))), C(C(S(), S()), C(S(), P(3, 3))), Z(), C(R(R(P(1, 1), P(2, 1), Z()), R(S(), C(S(), P(3, 2)), R(P(1, 1), P(2, 1), Z())), Z()), C(C(S(), S()), C(C(S(), S()), C(S(), Z())))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(37, 107, 131, 155, 179, 203, 227, 251, 275, 299)",391,1.0
5181,"C(C(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), P(3, 1)))), R(P(1, 1), R(S(), C(S(), P(3, 2)), R(P(1, 1), P(2, 1), Z())), C(S(), Z())), R(R(C(S(), S()), R(P(1, 1), P(3, 1), S()), C(S(), Z())), R(P(1, 1), C(S(), P(3, 2)), R(P(1, 1), P(2, 1), Z())), C(S(), Z())), R(R(S(), R(P(1, 1), P(3, 1), S()), C(S(), Z())), R(C(S(), S()), C(S(), P(3, 2)), C(S(), S())), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(11, 11, 13, 17, 23, 31, 41, 53, 67, 83)",391,1.0
5182,"R(C(R(P(1, 1), P(2, 1), Z()), R(R(P(1, 1), P(2, 1), Z()), C(S(), P(3, 2)), R(P(1, 1), P(2, 1), Z()))), C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(S(), C(S(), P(3, 3)))), C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(S(), P(3, 1))), C(C(C(S(), S()), C(S(), S())), C(C(S(), S()), C(S(), Z()))), C(C(C(C(S(), S()), C(S(), S())), R(C(S(), S()), P(2, 1), C(S(), Z()))), C(S(), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(11, 21, 17, 23, 29, 35, 41, 47, 53, 59)",391,1.0
5183,"C(C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), P(3, 3)))), C(R(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()), C(S(), Z())), R(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()), C(S(), Z()))), R(C(C(S(), S()), C(S(), S())), C(R(S(), P(2, 1), Z()), R(P(1, 1), P(3, 1), S())), Z()), C(R(C(S(), S()), P(2, 1), C(S(), Z())), R(P(1, 1), R(P(1, 1), P(3, 1), S()), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(14, 12, 14, 12, 14, 16, 18, 20, 22, 24)",391,1.0
5184,"R(C(C(S(), C(S(), S())), C(C(S(), S()), C(S(), P(3, 2)))), P(4, 3), P(4, 1), C(C(R(S(), R(S(), P(3, 2), S()), Z()), C(C(S(), S()), C(S(), P(3, 3)))), C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))), P(4, 3), P(4, 2)), C(S(), C(S(), Z())), C(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))), C(C(S(), S()), C(C(S(), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(15, 6, 7, 8, 9, 10, 11, 12, 13, 14)",392,1.0
5185,"R(R(R(P(1, 1), R(S(), P(3, 2), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), C(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(2, 1), Z()))), C(R(R(S(), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 3))), C(R(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()), C(S(), Z())), C(R(P(1, 1), P(2, 1), Z()), P(3, 2))), Z(), C(C(S(), S()), C(C(S(), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(6, 0, 0, 0, 0, 0, 0, 0, 0, 0)",392,1.0
5186,"R(C(R(C(S(), S()), R(P(1, 1), P(3, 1), S()), C(S(), Z())), P(3, 3)), C(C(C(C(S(), S()), C(S(), S())), C(C(S(), S()), C(S(), P(3, 3)))), C(S(), Z()), C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))), P(4, 4)), P(4, 4), P(4, 1), Z(), C(C(C(S(), S()), C(S(), S())), C(C(S(), S()), C(S(), Z()))), C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(8, 3, 4, 2, 3, 4, 5, 6, 7, 8)",392,1.0
5187,"R(R(R(R(P(1, 1), P(2, 1), Z()), R(S(), P(3, 2), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), R(R(P(1, 1), P(2, 1), Z()), R(S(), P(3, 2), S()), Z())), C(C(C(S(), S()), R(S(), P(2, 1), Z())), C(R(P(1, 1), P(2, 1), Z()), P(3, 3))), C(R(S(), R(S(), P(3, 2), S()), Z()), C(S(), C(S(), P(3, 1)))), C(S(), C(S(), Z())), C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(25, 0, 13, 17, 21, 25, 29, 33, 37, 41)",392,1.0
5188,"R(C(R(R(P(1, 1), P(2, 1), Z()), R(S(), P(3, 2), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 3))), C(C(S(), C(C(S(), S()), C(S(), P(3, 2)))), P(4, 1), C(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))), Z()), P(4, 2), P(4, 3), C(C(S(), C(S(), S())), C(C(S(), S()), C(S(), Z()))), C(C(S(), S()), C(S(), Z())), C(C(S(), C(S(), S())), C(C(S(), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(9, 3, 9, 23, 23, 23, 23, 23, 23, 23)",392,1.0
