,expr,inputs,outputs,len,arity
698,"R(C(C(S(), P(2, 2)), P(3, 3), P(3, 3)), P(4, 3), C(C(C(S(), P(2, 2)), Z(), C(S(), R(P(3, 3), P(4, 1), P(4, 2), P(4, 2), Z(), Z(), Z()))), C(R(P(3, 3), P(4, 1), P(4, 2), P(4, 2), Z(), Z(), Z()), P(4, 1))), P(4, 3), C(R(P(3, 1), P(4, 1), P(4, 4), P(4, 4), Z(), Z(), Z()), C(R(P(3, 2), P(4, 4), P(4, 4), P(4, 2), Z(), Z(), Z()), Z())), Z(), C(R(P(3, 1), P(4, 1), P(4, 4), P(4, 4), Z(), Z(), Z()), C(R(P(3, 2), P(4, 4), P(4, 4), P(4, 2), Z(), Z(), Z()), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(1, 1, 3, 3, 3, 3, 3, 4, 5, 6)",456,1.0
699,"R(P(3, 2), P(4, 1), C(C(C(C(S(), P(3, 3)), P(2, 1), P(2, 2), P(2, 1)), P(2, 2), Z()), Z(), C(R(C(S(), P(3, 3)), P(4, 1), C(P(2, 2), P(4, 1), Z()), P(4, 2), Z(), Z(), Z()), P(4, 1))), C(R(C(S(), P(3, 3)), P(4, 1), C(P(2, 2), P(4, 1), Z()), P(4, 2), Z(), Z(), Z()), P(4, 1)), C(R(P(3, 3), P(4, 2), P(4, 1), P(4, 3), Z(), Z(), Z()), Z()), C(R(P(3, 3), P(4, 2), P(4, 1), P(4, 3), Z(), Z(), Z()), Z()), C(R(P(3, 3), P(4, 2), P(4, 1), P(4, 3), Z(), Z(), Z()), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 2, 2, 2, 3, 4, 5, 6, 7, 8)",459,1.0
700,"R(C(R(P(3, 1), P(4, 1), P(4, 2), P(4, 2), Z(), Z(), Z()), P(3, 3)), P(4, 3), P(4, 4), C(S(), P(4, 2)), C(P(2, 1), C(S(), C(R(P(3, 1), P(4, 1), P(4, 2), P(4, 2), Z(), Z(), Z()), C(R(P(2, 2), P(3, 1), P(3, 2), Z(), Z()), Z()))), C(P(3, 2), C(P(3, 1), Z(), Z(), Z()), Z(), C(P(3, 1), Z(), Z(), Z()))), C(S(), C(R(P(3, 1), P(4, 1), P(4, 2), P(4, 2), Z(), Z(), Z()), C(R(P(2, 2), P(3, 1), P(3, 2), Z(), Z()), Z()))), C(R(P(2, 2), P(3, 1), P(3, 2), Z(), Z()), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 1, 1, 0, 2, 2, 1, 3, 3, 2)",459,1.0
701,"C(C(S(), C(C(S(), P(3, 2)), C(P(3, 2), P(3, 1), Z(), P(3, 3)), C(S(), P(3, 2)), Z())), R(P(2, 2), C(S(), C(C(S(), P(3, 2)), C(P(3, 2), P(3, 1), Z(), P(3, 3)), C(S(), P(3, 2)), Z())), C(C(S(), P(3, 2)), C(P(3, 2), P(3, 1), Z(), P(3, 3)), C(S(), P(3, 2)), Z()), Z(), Z()), R(P(2, 2), C(S(), C(C(S(), P(3, 2)), C(P(3, 2), P(3, 1), Z(), P(3, 3)), C(S(), P(3, 2)), Z())), C(C(S(), P(3, 2)), C(P(3, 2), P(3, 1), Z(), P(3, 3)), C(S(), P(3, 2)), Z()), Z(), Z()), S())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(3, 5, 8, 11, 14, 17, 20, 23, 26, 29)",459,1.0
702,"R(R(P(3, 3), P(4, 4), C(P(3, 1), Z(), P(4, 4), P(4, 4)), C(P(3, 1), Z(), P(4, 4), P(4, 4)), C(C(P(3, 1), Z(), Z(), P(2, 2)), Z(), Z()), C(R(S(), C(P(3, 1), Z(), Z(), P(2, 2)), Z()), C(C(P(3, 1), Z(), Z(), P(2, 2)), Z(), Z())), C(R(S(), C(P(3, 1), Z(), Z(), P(2, 2)), Z()), C(C(P(3, 1), Z(), Z(), P(2, 2)), Z(), Z()))), C(R(P(2, 2), P(3, 1), P(3, 2), Z(), Z()), P(2, 1)), C(R(S(), C(P(3, 1), Z(), Z(), P(2, 2)), Z()), C(C(P(3, 1), Z(), Z(), P(2, 2)), Z(), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 1, 1, 1, 0, 0, 0, 0, 0, 0)",461,1.0
703,"R(C(C(S(), P(3, 2)), S(), R(C(R(P(3, 1), P(4, 3), P(4, 1), P(4, 3), Z(), Z(), Z()), P(2, 1)), C(C(S(), P(3, 2)), C(S(), P(3, 2)), C(S(), P(3, 2)), P(3, 3)), P(3, 3), Z(), Z()), R(R(P(3, 3), P(4, 1), C(R(P(2, 1), P(3, 3), P(3, 2), Z(), Z()), P(4, 1)), P(4, 1), Z(), Z(), Z()), C(R(P(3, 1), P(4, 3), P(4, 1), P(4, 3), Z(), Z(), Z()), P(2, 1)), Z())), C(R(P(3, 3), P(4, 1), C(R(P(2, 1), P(3, 3), P(3, 2), Z(), Z()), P(4, 1)), P(4, 1), Z(), Z(), Z()), P(2, 1)), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(1, 1, 1, 1, 3, 5, 7, 9, 11, 13)",462,1.0
704,"R(P(2, 2), C(R(P(3, 3), P(4, 1), P(4, 1), P(4, 3), Z(), Z(), Z()), P(3, 1)), C(C(C(S(), P(2, 1)), C(S(), P(2, 1)), C(R(P(3, 2), P(4, 2), P(4, 3), P(4, 1), Z(), Z(), Z()), P(2, 1))), C(C(C(S(), P(2, 1)), C(S(), P(2, 1)), C(R(P(3, 2), P(4, 2), P(4, 3), P(4, 1), Z(), Z(), Z()), P(2, 1))), C(R(S(), C(R(P(3, 2), P(4, 2), P(4, 3), P(4, 1), Z(), Z(), Z()), P(2, 1)), Z()), P(3, 1)), P(3, 1)), C(R(P(3, 3), P(4, 1), P(4, 1), P(4, 3), Z(), Z(), Z()), P(3, 1))), Z(), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 5, 5, 5, 5, 5, 5, 5, 5, 5)",464,1.0
705,"R(R(P(3, 3), P(4, 2), C(C(R(P(3, 1), P(4, 3), P(4, 1), C(C(P(3, 1), Z(), Z(), P(3, 2)), P(4, 3), P(4, 1), P(4, 3)), Z(), Z(), Z()), P(2, 1)), P(4, 4), C(R(P(3, 1), P(4, 3), P(4, 1), C(C(P(3, 1), Z(), Z(), P(3, 2)), P(4, 3), P(4, 1), P(4, 3)), Z(), Z(), Z()), P(4, 3))), P(4, 3), C(R(S(), P(2, 1), Z()), Z()), Z(), C(R(S(), P(2, 1), Z()), Z())), C(R(P(3, 1), P(4, 3), P(4, 1), C(C(P(3, 1), Z(), Z(), P(3, 2)), P(4, 3), P(4, 1), P(4, 3)), Z(), Z(), Z()), P(2, 1)), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(1, 1, 1, 1, 0, 0, 0, 0, 0, 0)",467,1.0
706,"R(C(R(C(C(C(S(), P(2, 1)), C(S(), P(2, 1)), C(S(), P(2, 1))), C(C(S(), P(2, 1)), C(S(), P(2, 1)), C(S(), P(2, 1))), Z()), P(3, 1), P(3, 3), Z(), Z()), P(2, 2)), C(R(S(), C(S(), C(C(C(S(), P(2, 1)), C(S(), P(2, 1)), C(S(), P(2, 1))), C(C(S(), P(2, 1)), C(S(), P(2, 1)), C(S(), P(2, 1))), Z())), Z()), P(3, 2)), C(R(S(), C(S(), C(C(C(S(), P(2, 1)), C(S(), P(2, 1)), C(S(), P(2, 1))), C(C(S(), P(2, 1)), C(S(), P(2, 1)), C(S(), P(2, 1))), Z())), Z()), P(3, 2)), Z(), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(4, 4, 9, 14, 19, 24, 29, 34, 39, 44)",468,1.0
707,"R(C(S(), P(3, 1)), C(C(C(C(S(), P(2, 2)), C(S(), P(2, 2)), C(S(), P(2, 2))), R(S(), P(2, 2), Z()), C(C(C(S(), P(2, 2)), C(S(), P(2, 2)), C(S(), P(2, 2))), R(C(S(), P(2, 2)), P(3, 1), P(3, 1), Z(), Z()), P(1, 1))), P(4, 2)), P(4, 4), C(C(S(), P(3, 1)), C(C(C(C(S(), P(2, 2)), C(S(), P(2, 2)), C(S(), P(2, 2))), R(S(), P(2, 2), Z()), C(C(C(S(), P(2, 2)), C(S(), P(2, 2)), C(S(), P(2, 2))), R(C(S(), P(2, 2)), P(3, 1), P(3, 1), Z(), Z()), P(1, 1))), P(4, 2)), Z(), Z()), Z(), Z(), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(1, 5, 9, 13, 17, 21, 25, 29, 33, 37)",482,1.0
708,"C(R(P(3, 1), P(4, 3), P(4, 4), C(R(P(3, 1), P(4, 3), P(4, 1), P(4, 3), C(P(1, 1), Z()), C(P(1, 1), Z()), Z()), P(4, 1)), C(R(P(3, 3), P(4, 2), P(4, 4), P(4, 4), Z(), Z(), Z()), C(P(1, 1), Z())), C(P(1, 1), Z()), C(R(S(), P(2, 1), Z()), Z())), R(P(3, 1), P(4, 3), P(4, 4), C(R(P(3, 1), P(4, 3), P(4, 1), P(4, 3), C(P(1, 1), Z()), C(P(1, 1), Z()), Z()), P(4, 1)), C(R(P(3, 3), P(4, 2), P(4, 4), P(4, 4), Z(), Z(), Z()), C(P(1, 1), Z())), C(P(1, 1), Z()), C(R(S(), P(2, 1), Z()), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 0, 0, 0, 0, 0, 0, 1, 0, 0)",483,1.0
709,"R(R(P(3, 1), C(C(R(S(), P(2, 2), Z()), C(P(3, 3), P(2, 2), P(2, 2), Z())), Z(), P(4, 1)), C(R(P(2, 1), P(3, 1), P(3, 3), Z(), Z()), P(4, 2)), C(P(2, 1), Z(), C(R(P(2, 1), P(3, 1), P(3, 3), Z(), Z()), P(4, 2))), Z(), Z(), Z()), C(R(C(R(P(2, 2), P(3, 1), P(3, 2), Z(), Z()), P(2, 1)), P(3, 1), C(C(R(S(), P(2, 2), Z()), C(P(3, 3), P(2, 2), P(2, 2), Z())), P(3, 2), P(3, 2)), Z(), Z()), C(R(P(2, 2), P(3, 1), P(3, 2), Z(), Z()), P(2, 1))), C(S(), C(R(P(2, 1), P(3, 1), P(3, 3), Z(), Z()), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(1, 0, 0, 0, 0, 0, 0, 1, 1, 1)",492,1.0
710,"C(C(C(S(), P(2, 2)), P(3, 2), P(3, 2)), C(C(C(C(S(), P(2, 2)), P(3, 2), P(3, 2)), C(S(), P(2, 2)), P(2, 1), C(P(2, 2), P(2, 1), Z())), R(C(S(), C(C(S(), P(2, 2)), P(3, 2), P(3, 3))), P(4, 1), P(4, 3), C(S(), P(4, 3)), Z(), Z(), Z()), R(C(S(), P(2, 2)), P(3, 2), P(3, 1), Z(), Z())), R(C(C(C(S(), P(2, 2)), P(3, 2), P(3, 2)), C(S(), P(2, 2)), P(2, 1), C(P(2, 2), P(2, 1), Z())), C(S(), C(C(S(), P(2, 2)), P(3, 2), P(3, 3))), C(R(P(1, 1), P(2, 1), Z()), P(3, 1)), Z(), Z()), R(P(1, 1), P(2, 1), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(2, 4, 4, 4, 5, 6, 7, 8, 9, 10)",498,1.0
711,"R(P(3, 2), C(C(C(S(), P(2, 2)), Z(), C(S(), R(P(3, 3), P(4, 1), P(4, 2), P(4, 2), Z(), Z(), Z()))), C(R(P(3, 3), P(4, 1), P(4, 2), P(4, 2), Z(), Z(), Z()), P(4, 1))), C(C(C(S(), P(2, 2)), Z(), C(S(), R(P(3, 3), P(4, 1), P(4, 2), P(4, 2), Z(), Z(), Z()))), C(R(P(3, 3), P(4, 1), P(4, 2), P(4, 2), Z(), Z(), Z()), P(4, 1))), P(4, 2), Z(), C(R(P(3, 1), P(4, 1), P(4, 4), P(4, 4), Z(), Z(), Z()), C(R(P(3, 2), P(4, 4), P(4, 4), P(4, 2), Z(), Z(), Z()), Z())), C(R(P(3, 2), P(4, 4), P(4, 4), P(4, 2), Z(), Z(), Z()), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 2, 2, 2, 2, 2, 3, 4, 5, 6)",517,1.0
712,"R(C(C(S(), S()), P(3, 1)), C(P(3, 1), Z(), Z(), P(4, 4)), P(4, 2), C(P(3, 1), Z(), Z(), P(4, 4)), C(C(C(R(P(3, 2), P(4, 2), P(4, 1), P(4, 2), Z(), Z(), Z()), C(C(S(), S()), P(3, 1))), C(S(), P(2, 1)), P(2, 1), C(S(), P(2, 1))), Z(), Z()), C(C(C(R(P(3, 2), P(4, 2), P(4, 1), P(4, 2), Z(), Z(), Z()), C(C(S(), S()), P(3, 1))), C(S(), P(2, 1)), P(2, 1), C(S(), P(2, 1))), Z(), Z()), C(C(C(R(P(3, 2), P(4, 2), P(4, 1), P(4, 2), Z(), Z(), Z()), C(C(S(), S()), P(3, 1))), C(S(), P(2, 1)), P(2, 1), C(S(), P(2, 1))), Z(), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(4, 2, 2, 2, 2, 2, 2, 2, 2, 2)",520,1.0
713,"R(C(S(), P(3, 3)), P(4, 2), P(4, 1), P(4, 3), C(R(C(C(S(), P(3, 3)), P(3, 1), P(3, 1), C(S(), P(3, 3))), C(C(S(), P(3, 3)), Z(), P(4, 1), C(P(2, 1), Z(), P(4, 1))), P(4, 2), P(4, 4), Z(), Z(), Z()), Z()), C(R(C(C(S(), P(3, 3)), P(3, 1), P(3, 1), C(S(), P(3, 3))), C(C(S(), P(3, 3)), Z(), P(4, 1), C(P(2, 1), Z(), P(4, 1))), P(4, 2), P(4, 4), Z(), Z(), Z()), Z()), C(R(C(C(S(), P(3, 3)), P(3, 1), P(3, 1), C(S(), P(3, 3))), C(C(S(), P(3, 3)), Z(), P(4, 1), C(P(2, 1), Z(), P(4, 1))), P(4, 2), P(4, 4), Z(), Z(), Z()), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(3, 3, 1, 2, 3, 4, 5, 6, 7, 8)",522,1.0
714,"R(C(R(P(3, 2), P(4, 1), P(4, 4), P(4, 2), C(R(S(), P(2, 2), Z()), Z()), Z(), C(R(S(), P(2, 2), Z()), Z())), P(3, 3)), P(4, 1), P(4, 4), P(4, 2), C(R(P(1, 1), P(2, 1), C(R(S(), P(2, 2), Z()), Z())), C(R(P(2, 2), P(3, 2), P(3, 1), Z(), Z()), C(R(S(), P(2, 2), Z()), Z()))), C(R(P(1, 1), P(2, 1), C(R(S(), P(2, 2), Z()), Z())), C(R(P(2, 2), P(3, 2), P(3, 1), Z(), Z()), C(R(S(), P(2, 2), Z()), Z()))), C(R(P(1, 1), P(2, 1), C(R(S(), P(2, 2), Z()), Z())), C(R(P(2, 2), P(3, 2), P(3, 1), Z(), Z()), C(R(S(), P(2, 2), Z()), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(1, 1, 0, 1, 1, 0, 1, 2, 3, 4)",525,1.0
715,"R(R(P(3, 3), P(4, 4), P(4, 2), P(4, 3), C(R(P(3, 1), P(4, 1), P(4, 1), P(4, 4), Z(), Z(), Z()), C(P(2, 2), C(S(), Z()), C(P(2, 2), Z(), Z()))), C(P(2, 2), Z(), Z()), C(S(), Z())), P(2, 1), C(R(P(3, 3), P(4, 4), P(4, 2), P(4, 3), C(R(P(3, 1), P(4, 1), P(4, 1), P(4, 4), Z(), Z(), Z()), C(P(2, 2), C(S(), Z()), C(P(2, 2), Z(), Z()))), C(P(2, 2), Z(), Z()), C(S(), Z())), C(P(3, 1), Z(), C(P(2, 1), Z(), C(P(2, 2), Z(), Z())), C(R(P(3, 1), P(4, 1), P(4, 1), P(4, 4), Z(), Z(), Z()), C(P(2, 2), C(S(), Z()), C(P(2, 2), Z(), Z()))))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 1, 0, 0, 1, 0, 0, 1, 0, 0)",529,1.0
716,"R(C(C(C(S(), P(3, 3)), P(3, 1), P(3, 3), C(S(), P(3, 3))), C(C(S(), P(3, 3)), P(3, 1), P(3, 3), C(S(), P(3, 3))), Z(), P(3, 2)), P(4, 1), C(C(C(C(S(), P(3, 3)), P(3, 1), P(3, 3), C(S(), P(3, 3))), C(R(P(2, 2), P(3, 3), P(3, 2), Z(), Z()), P(2, 1)), P(2, 2), C(R(P(2, 2), P(3, 3), P(3, 2), Z(), Z()), P(2, 1))), P(4, 4), P(4, 3)), C(C(C(C(S(), P(3, 3)), P(3, 1), P(3, 3), C(S(), P(3, 3))), C(R(P(2, 2), P(3, 3), P(3, 2), Z(), Z()), P(2, 1)), P(2, 2), C(R(P(2, 2), P(3, 3), P(3, 2), Z(), Z()), P(2, 1))), P(4, 4), P(4, 3)), Z(), Z(), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(2, 4, 4, 4, 4, 4, 4, 4, 4, 4)",536,1.0
717,"R(C(C(S(), P(3, 3)), Z(), P(3, 2), C(S(), P(3, 3))), C(P(3, 3), Z(), P(4, 3), C(R(P(2, 1), C(S(), P(3, 3)), P(3, 1), Z(), Z()), Z())), P(4, 1), P(4, 3), C(R(P(2, 1), C(S(), P(3, 3)), P(3, 1), Z(), Z()), Z()), C(C(R(P(2, 1), C(S(), P(3, 3)), P(3, 1), Z(), Z()), R(S(), P(2, 1), Z())), C(C(R(P(2, 1), C(S(), P(3, 3)), P(3, 1), Z(), Z()), R(S(), P(2, 1), Z())), C(R(P(2, 1), C(S(), P(3, 3)), P(3, 1), Z(), Z()), Z()))), C(C(R(P(2, 1), C(S(), P(3, 3)), P(3, 1), Z(), Z()), R(S(), P(2, 1), Z())), C(R(P(2, 1), C(S(), P(3, 3)), P(3, 1), Z(), Z()), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(3, 3, 2, 3, 4, 5, 6, 7, 8, 9)",548,1.0
718,"R(C(C(S(), C(C(S(), P(3, 2)), C(P(3, 2), P(3, 1), Z(), P(3, 3)), C(S(), P(3, 2)), Z())), R(P(2, 2), C(S(), C(C(S(), P(3, 2)), C(P(3, 2), P(3, 1), Z(), P(3, 3)), C(S(), P(3, 2)), Z())), C(C(S(), P(3, 2)), C(P(3, 2), P(3, 1), Z(), P(3, 3)), C(S(), P(3, 2)), Z()), Z(), Z()), R(P(2, 2), C(S(), C(C(S(), P(3, 2)), C(P(3, 2), P(3, 1), Z(), P(3, 3)), C(S(), P(3, 2)), Z())), C(C(S(), P(3, 2)), C(P(3, 2), P(3, 1), Z(), P(3, 3)), C(S(), P(3, 2)), Z()), Z(), Z()), S()), C(C(P(3, 2), P(3, 1), Z(), P(3, 3)), P(2, 2), Z(), Z()), C(R(S(), P(2, 2), Z()), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(5, 3, 3, 3, 3, 3, 3, 3, 3, 3)",549,1.0
719,"C(C(R(P(2, 2), P(3, 3), C(C(C(C(C(S(), S()), P(3, 1)), P(3, 3), P(3, 1), C(C(R(P(3, 1), P(4, 3), P(4, 2), P(4, 4), Z(), Z(), Z()), P(2, 1)), Z(), P(3, 3))), Z(), P(2, 1), P(2, 2)), P(3, 3), C(C(C(S(), S()), P(3, 1)), P(3, 3), P(3, 1), C(C(R(P(3, 1), P(4, 3), P(4, 2), P(4, 4), Z(), Z(), Z()), P(2, 1)), Z(), P(3, 3)))), Z(), Z()), C(C(C(S(), S()), P(3, 1)), P(3, 3), P(3, 1), C(C(R(P(3, 1), P(4, 3), P(4, 2), P(4, 4), Z(), Z(), Z()), P(2, 1)), Z(), P(3, 3)))), R(P(2, 2), P(3, 1), P(3, 1), Z(), Z()), R(P(2, 2), P(3, 1), P(3, 1), Z(), Z()), C(S(), S()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(16, 20, 24, 28, 32, 36, 40, 44, 48, 52)",553,1.0
720,"R(P(3, 3), C(P(3, 3), P(4, 3), P(4, 4), C(P(3, 3), Z(), C(R(P(2, 2), P(3, 2), P(3, 3), Z(), Z()), Z()), C(R(P(2, 2), P(3, 2), P(3, 3), Z(), Z()), Z()))), C(P(3, 3), P(4, 3), P(4, 4), C(P(3, 3), Z(), C(R(P(2, 2), P(3, 2), P(3, 3), Z(), Z()), Z()), C(R(P(2, 2), P(3, 2), P(3, 3), Z(), Z()), Z()))), P(4, 3), C(C(S(), S()), C(R(P(2, 2), P(3, 2), P(3, 3), Z(), Z()), Z())), C(S(), C(C(S(), S()), C(R(P(2, 2), P(3, 2), P(3, 3), Z(), Z()), Z()))), C(P(3, 3), Z(), C(R(P(2, 2), P(3, 2), P(3, 3), Z(), Z()), Z()), C(R(P(2, 2), P(3, 2), P(3, 3), Z(), Z()), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 3, 0, 0, 0, 0, 0, 0, 0, 0)",554,1.0
721,"R(P(3, 3), P(4, 3), C(C(C(S(), P(2, 2)), R(P(3, 2), P(4, 2), P(4, 2), P(4, 2), Z(), Z(), Z()), R(C(S(), P(2, 2)), C(S(), P(3, 3)), P(3, 2), Z(), C(P(1, 1), Z()))), C(R(P(2, 1), P(3, 1), P(3, 3), Z(), Z()), P(4, 1))), P(4, 2), C(R(P(2, 1), C(S(), P(3, 3)), P(3, 2), Z(), Z()), C(P(1, 1), Z())), C(R(P(2, 1), P(3, 3), P(3, 1), C(R(P(2, 1), C(S(), P(3, 3)), P(3, 2), Z(), Z()), C(P(1, 1), Z())), C(P(1, 1), Z())), Z()), C(R(C(S(), P(2, 2)), C(S(), P(3, 3)), P(3, 2), Z(), C(P(1, 1), Z())), C(R(P(2, 1), C(S(), P(3, 3)), P(3, 2), Z(), Z()), C(P(1, 1), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(1, 0, 0, 2, 2, 2, 3, 3, 4, 4)",555,1.0
722,"R(P(3, 2), P(4, 1), C(C(R(C(S(), R(P(3, 2), C(S(), P(4, 3)), P(4, 2), P(4, 2), Z(), Z(), Z())), P(2, 1), Z()), P(3, 2)), C(C(R(C(S(), R(P(3, 2), C(S(), P(4, 3)), P(4, 2), P(4, 2), Z(), Z(), Z())), P(2, 1), Z()), P(3, 2)), C(R(P(3, 2), C(S(), P(4, 3)), P(4, 2), P(4, 2), Z(), Z(), Z()), P(4, 2)), P(4, 2), C(S(), P(4, 3))), C(C(R(C(S(), R(P(3, 2), C(S(), P(4, 3)), P(4, 2), P(4, 2), Z(), Z(), Z())), P(2, 1), Z()), P(3, 2)), C(R(P(3, 2), C(S(), P(4, 3)), P(4, 2), P(4, 2), Z(), Z(), Z()), P(4, 2)), P(4, 2), C(S(), P(4, 3))), P(4, 2)), P(4, 4), Z(), Z(), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 1, 1, 1, 1, 1, 1, 2, 2, 2)",558,1.0
723,"C(C(R(P(3, 1), C(C(S(), S()), P(4, 2)), C(C(P(3, 3), P(3, 2), Z(), Z()), P(4, 2), P(4, 2), P(4, 1)), C(C(S(), S()), P(4, 2)), Z(), Z(), Z()), R(P(3, 1), C(C(S(), S()), P(4, 2)), C(C(P(3, 3), P(3, 2), Z(), Z()), P(4, 2), P(4, 2), P(4, 1)), C(C(S(), S()), P(4, 2)), Z(), Z(), Z())), C(R(P(3, 1), C(C(S(), S()), P(4, 2)), C(C(P(3, 3), P(3, 2), Z(), Z()), P(4, 2), P(4, 2), P(4, 1)), C(C(S(), S()), P(4, 2)), Z(), Z(), Z()), R(P(3, 1), C(C(S(), S()), P(4, 2)), C(C(P(3, 3), P(3, 2), Z(), Z()), P(4, 2), P(4, 2), P(4, 1)), C(C(S(), S()), P(4, 2)), Z(), Z(), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 16, 32, 48, 64, 80, 96, 112, 128, 144)",559,1.0
724,"R(P(3, 2), C(R(P(2, 1), P(3, 1), P(3, 3), Z(), Z()), P(4, 1)), C(R(C(R(P(2, 1), P(3, 1), P(3, 3), Z(), Z()), P(3, 3)), P(4, 1), C(R(P(2, 1), P(3, 1), P(3, 3), Z(), Z()), P(4, 1)), P(4, 3), Z(), Z(), Z()), C(R(P(2, 1), P(3, 1), P(3, 3), Z(), Z()), P(4, 1))), P(4, 4), C(C(R(S(), P(2, 1), Z()), R(P(3, 3), P(4, 4), P(4, 3), P(4, 3), Z(), Z(), Z())), C(C(R(P(2, 1), P(3, 1), P(3, 3), Z(), Z()), P(3, 3)), Z(), Z(), Z())), C(C(R(S(), P(2, 1), Z()), R(P(3, 3), P(4, 4), P(4, 3), P(4, 3), Z(), Z(), Z())), C(C(R(P(2, 1), P(3, 1), P(3, 3), Z(), Z()), P(3, 3)), Z(), Z(), Z())), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(1, 0, 0, 0, 0, 0, 0, 1, 2, 3)",575,1.0
725,"C(C(C(R(P(1, 1), P(2, 1), C(S(), Z())), R(P(3, 3), P(4, 4), P(4, 4), P(4, 3), C(S(), Z()), C(S(), Z()), C(R(P(2, 1), P(3, 1), P(3, 3), Z(), Z()), Z()))), P(3, 2)), R(P(3, 2), P(4, 3), C(P(2, 2), P(4, 1), C(R(P(2, 1), P(3, 1), P(3, 3), Z(), Z()), Z())), C(P(2, 2), P(4, 1), C(R(P(2, 1), P(3, 1), P(3, 3), Z(), Z()), Z())), C(S(), Z()), C(S(), Z()), C(S(), Z())), R(R(R(P(3, 1), P(4, 3), P(4, 4), P(4, 4), Z(), C(S(), Z()), Z()), P(2, 1), C(S(), Z())), P(2, 1), Z()), C(R(P(1, 1), P(2, 1), C(S(), Z())), R(P(3, 3), P(4, 4), P(4, 4), P(4, 3), C(S(), Z()), C(S(), Z()), C(R(P(2, 1), P(3, 1), P(3, 3), Z(), Z()), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 0, 1, 0, 1, 1, 1, 1, 1, 1)",615,1.0
726,"C(C(C(R(P(2, 1), P(3, 1), P(3, 2), Z(), Z()), P(2, 2)), C(C(S(), P(3, 2)), P(1, 1), R(P(2, 2), P(3, 3), P(3, 2), Z(), Z()), P(1, 1)), R(C(R(P(2, 1), P(3, 1), P(3, 2), Z(), Z()), P(3, 3)), P(4, 4), C(S(), C(C(S(), P(3, 2)), P(4, 1), P(4, 3), C(P(3, 3), P(4, 3), P(4, 4), Z()))), C(S(), C(C(S(), P(3, 2)), P(4, 1), P(4, 3), C(P(3, 3), P(4, 3), P(4, 4), Z()))), Z(), Z(), Z())), R(C(R(P(2, 1), P(3, 1), P(3, 2), Z(), Z()), P(3, 3)), P(4, 4), C(S(), C(C(S(), P(3, 2)), P(4, 1), P(4, 3), C(P(3, 3), P(4, 3), P(4, 4), Z()))), C(S(), C(C(S(), P(3, 2)), P(4, 1), P(4, 3), C(P(3, 3), P(4, 3), P(4, 4), Z()))), Z(), Z(), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 0, 4, 8, 12, 16, 20, 24, 28, 32)",616,1.0
